"A","ID","ID_PERSONA","M_ALTA","CENTRE_ELECCIONS","N_FORMACIONS","N_ASSESSORAMENTS","SLABORAL","BAIXA_AFILIACIO","NUM_AFILIACIO"
"765",6400937.1,6400937,2,0,0,1,1,0,1
"766",6402335.1,6402335,2,0,0,0,1,1,1
"767",6402465.1,6402465,2,0,0,1,1,0,1
"768",6402520.1,6402520,3,1,0,0,1,0,1
"769",6403040.1,6403040,3,0,0,0,1,0,1
"770",6403065.1,6403065,2,0,0,0,1,1,1
"771",6403174.1,6403174,2,0,0,1,1,0,1
"772",6403372.1,6403372,3,0,1,0,3,0,1
"773",6403379.2,6403379,2,0,0,0,1,0,2
"774",6403379.2,6403379,2,0,0,0,1,0,2
"775",6403466.1,6403466,3,0,0,1,1,0,1
"776",6403938.1,6403938,3,1,0,0,3,0,1
"777",6404020.1,6404020,2,0,0,1,5,0,1
"778",6404073.1,6404073,2,0,0,0,1,1,1
"779",6404200.1,6404200,3,1,0,0,3,0,1
"780",6404617.1,6404617,3,1,0,0,1,1,1
"781",6405199.1,6405199,3,1,0,0,1,1,1
"782",6405244.1,6405244,2,1,0,1,1,0,1
"783",6405263.1,6405263,2,0,0,0,1,0,1
"784",6405493.1,6405493,3,1,0,0,1,0,1
"785",6407878.1,6407878,2,1,0,0,1,0,1
"786",6407966.1,6407966,2,0,0,1,1,1,1
"787",6407994.1,6407994,2,1,0,0,1,0,1
"788",6408224.1,6408224,3,1,0,0,1,0,1
"789",6408232.1,6408232,3,1,0,0,1,0,1
"790",6408246.1,6408246,3,1,0,0,1,0,1
"791",6408663.1,6408663,3,0,0,1,1,1,1
"792",6408709.1,6408709,3,0,0,1,5,1,1
"793",6409113.1,6409113,3,1,0,1,1,0,1
"794",6409521.1,6409521,3,1,0,0,3,0,1
"795",6409733.1,6409733,3,1,0,0,1,0,1
"796",6409779.1,6409779,2,1,0,0,1,0,1
"797",6410128.1,6410128,2,0,0,1,5,0,1
"798",6410205.1,6410205,2,1,0,0,1,0,1
"799",6410249.1,6410249,2,1,0,0,1,0,1
"800",6410523.1,6410523,3,1,0,0,1,0,1
"801",6411425.1,6411425,3,0,0,0,1,0,1
"802",6413475.1,6413475,2,1,0,0,1,0,1
"803",6413789.1,6413789,2,1,0,1,1,0,1
"804",6413986.1,6413986,2,1,0,0,1,0,1
"805",6414234.1,6414234,2,0,0,1,1,0,1
"806",6414245.1,6414245,3,0,0,0,1,0,1
"807",6414294.1,6414294,2,0,0,1,5,0,1
"808",6414447.1,6414447,2,1,0,0,1,0,1
"809",6414839.1,6414839,2,0,0,0,5,1,1
"810",6415629.1,6415629,3,1,0,0,3,1,1
"811",6415641.1,6415641,3,1,0,0,3,0,1
"812",6415684.1,6415684,3,0,0,0,5,0,1
"813",6415954.1,6415954,3,1,0,0,1,0,1
"814",6416209.1,6416209,3,1,0,0,1,1,1
"815",6416521.1,6416521,2,0,0,1,1,0,1
"816",6416980.1,6416980,2,0,0,0,1,1,1
"817",6418225.1,6418225,2,0,0,1,5,0,1
"818",6418596.1,6418596,3,0,0,1,5,0,1
"819",6418805.1,6418805,3,0,0,0,1,0,1
"820",6419228.1,6419228,3,1,0,0,3,0,1
"821",6419345.1,6419345,3,1,0,1,1,0,1
"822",6419355.1,6419355,2,1,0,0,1,0,1
"823",6419364.1,6419364,3,1,0,0,3,0,1
"824",6419513.1,6419513,3,0,0,0,1,0,1
"825",6419563.1,6419563,3,1,0,0,1,0,1
"826",6419627.1,6419627,2,1,0,0,1,0,1
"827",6419656.1,6419656,3,1,0,0,1,1,1
"828",6420352.1,6420352,3,0,0,1,0,0,1
"829",6421049.1,6421049,2,0,0,1,1,0,1
"830",6421882.1,6421882,3,0,1,0,3,0,1
"831",6423323.1,6423323,3,1,0,1,1,0,1
"832",6423363.1,6423363,3,0,0,0,1,0,1
"833",6423840.1,6423840,2,0,1,0,1,0,1
"834",6425996.1,6425996,3,0,0,0,5,0,1
"835",6426942.1,6426942,3,1,0,0,1,0,1
"836",6428743.1,6428743,2,0,0,1,1,0,1
"837",6428774.1,6428774,2,1,0,0,1,0,1
"838",6428817.1,6428817,2,1,0,1,1,1,1
"839",6428999.1,6428999,2,0,0,1,1,0,1
"840",6429000.1,6429000,3,0,0,1,1,0,1
"841",6429014.1,6429014,2,0,0,1,1,0,1
"842",6429024.1,6429024,3,1,0,0,1,0,1
"843",6429172.1,6429172,3,0,0,0,1,1,1
"844",6429842.1,6429842,2,0,0,1,1,0,1
"845",6430197.1,6430197,2,1,0,0,1,0,1
"846",6430364.1,6430364,3,1,0,0,1,0,1
"847",6430408.1,6430408,3,1,0,0,1,0,1
"848",6430438.1,6430438,3,0,0,1,1,0,1
"849",6430570.1,6430570,3,1,0,0,3,0,1
"850",6430879.1,6430879,2,0,0,0,1,0,1
"851",6430883.1,6430883,3,1,0,0,1,0,1
"852",6431330.1,6431330,3,0,0,1,1,1,1
"853",6431348.1,6431348,2,1,0,1,1,1,1
"854",6431734.1,6431734,2,1,0,1,1,0,1
"855",6432175.1,6432175,3,0,0,1,1,0,1
"856",6434077.1,6434077,3,0,0,1,1,0,1
"857",6434232.1,6434232,3,0,0,0,3,0,1
"858",6434287.1,6434287,3,1,0,1,1,0,1
"859",6434431.1,6434431,2,0,0,1,5,0,1
"860",6434520.1,6434520,3,1,0,1,1,1,1
"861",6434547.1,6434547,3,1,0,0,1,0,1
"862",6434712.1,6434712,3,1,0,0,1,0,1
"863",6434745.1,6434745,3,1,0,0,1,1,1
"864",6434858.1,6434858,3,1,0,0,1,0,1
"865",6435096.1,6435096,3,0,0,1,1,0,1
"866",6435111.1,6435111,3,0,0,0,1,0,1
"867",6435571.1,6435571,2,1,0,0,3,0,1
"868",6435607.1,6435607,3,1,0,0,1,0,1
"869",6435839.1,6435839,3,0,0,1,1,0,1
"870",6436449.1,6436449,2,1,0,1,1,0,1
"871",6436706.1,6436706,3,1,0,0,1,1,1
"872",6436799.1,6436799,3,0,0,1,1,0,1
"873",6436868.1,6436868,2,0,0,1,5,0,1
"874",6437176.1,6437176,3,1,0,0,1,0,1
"875",6439995.1,6439995,3,0,0,1,1,0,1
"876",6440317.1,6440317,2,0,0,1,5,1,1
"877",6440390.1,6440390,2,0,0,0,1,0,1
"878",6440444.1,6440444,3,0,0,0,1,0,1
"879",6440545.1,6440545,2,0,0,0,3,1,1
"880",6440767.1,6440767,2,0,0,1,5,0,1
"881",6440849.1,6440849,3,0,0,0,5,1,1
"882",6441754.1,6441754,3,0,0,1,1,0,1
"883",6442075.1,6442075,3,0,0,1,5,0,1
"884",6444289.1,6444289,3,0,0,1,1,0,1
"885",6444291.1,6444291,2,1,0,0,1,0,1
"886",6444344.1,6444344,3,0,0,1,5,0,1
"887",6444371.1,6444371,3,1,0,0,1,0,1
"888",6444664.1,6444664,3,1,0,0,1,0,1
"889",6444898.1,6444898,2,0,0,1,1,0,1
"890",6444998.1,6444998,3,0,0,2,1,0,1
"891",6444998.1,6444998,3,0,0,2,1,0,1
"892",6445316.1,6445316,3,0,0,0,1,1,1
"893",6445499.1,6445499,2,1,0,0,3,0,1
"894",6445620.1,6445620,3,1,0,0,1,0,1
"895",6445694.1,6445694,3,0,1,0,3,0,1
"896",6445819.1,6445819,3,1,0,0,3,1,1
"897",6446084.1,6446084,3,0,1,0,3,1,1
"898",6446451.1,6446451,3,1,0,1,1,0,1
"899",6446543.1,6446543,3,0,0,1,1,0,1
"900",6446590.1,6446590,2,1,0,0,3,0,1
"901",6446817.1,6446817,3,0,0,1,1,0,1
"902",6447009.1,6447009,2,1,0,0,1,0,1
"903",6449033.1,6449033,2,0,1,0,3,0,1
"904",6449354.1,6449354,3,0,0,1,1,0,1
"905",6449647.1,6449647,3,0,0,1,1,0,1
"906",6449883.1,6449883,3,0,0,0,5,0,1
"907",6449895.1,6449895,3,1,0,1,1,0,1
"908",6450048.1,6450048,3,0,0,1,1,1,1
"909",6450112.1,6450112,3,1,0,0,1,0,1
"910",6450129.1,6450129,3,1,0,0,1,1,1
"911",6450220.1,6450220,3,1,0,0,1,1,1
"912",6450300.1,6450300,3,1,0,0,1,0,1
"913",6450486.1,6450486,3,0,0,1,1,0,1
"914",6450528.1,6450528,3,1,0,0,1,0,1
"915",6450647.1,6450647,3,1,0,0,1,0,1
"916",6450795.1,6450795,3,1,0,0,1,0,1
"917",6450821.1,6450821,3,1,0,0,1,0,1
"918",6451064.1,6451064,3,1,0,1,1,0,1
"919",6451740.1,6451740,3,1,0,0,1,1,1
"920",6453579.1,6453579,3,1,0,0,1,0,1
"921",6455966.1,6455966,3,0,1,0,1,0,1
"922",6456411.1,6456411,3,1,0,0,1,0,1
"923",6457563.1,6457563,3,0,0,1,1,0,1
"924",6458572.1,6458572,3,1,0,1,1,0,1
"925",6458820.1,6458820,3,0,1,0,3,1,1
"926",6459054.1,6459054,3,1,0,0,2,0,1
"927",6459127.1,6459127,3,0,1,0,3,1,1
"928",6459291.1,6459291,3,0,0,1,1,0,1
"929",6459483.1,6459483,3,1,0,0,1,0,1
"930",6459528.1,6459528,3,1,0,0,1,0,1
"931",6459681.1,6459681,3,0,0,1,5,1,1
"932",6459695.1,6459695,3,1,0,1,1,0,1
"933",6459805.1,6459805,3,0,0,1,1,0,1
"934",6460064.1,6460064,3,0,0,1,1,0,1
"935",6460107.1,6460107,3,0,0,0,0,1,1
"936",6460138.1,6460138,3,1,0,1,1,0,1
"937",6460166.1,6460166,3,1,0,0,1,1,1
"938",6460352.1,6460352,3,0,1,0,3,0,1
"939",6460372.1,6460372,3,1,0,0,3,0,1
"940",6460547.1,6460547,3,0,0,0,5,0,1
"941",6460674.1,6460674,3,0,0,0,1,0,1
"942",6460681.1,6460681,3,1,0,1,1,1,1
"943",6460896.1,6460896,3,1,0,1,1,0,1
"944",6461628.1,6461628,3,0,0,1,0,0,1
"945",6461715.1,6461715,3,0,0,1,5,0,1
"946",6461910.1,6461910,3,1,0,0,1,1,1
"947",6462354.1,6462354,3,1,0,1,1,1,1
"948",6462734.1,6462734,3,1,0,1,1,0,1
"949",6463475.1,6463475,3,0,0,0,1,0,1
